"Path","Platform","Compiled","Cooked","Permutations","Compiletime","CompiledDouble","CookedDouble"
"/Engine/EditorMaterials/Camera/CineMat.CineMat","0","0","24","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/TranslucentTransformGizmoMaterial.TranslucentTransformGizmoMaterial","0","0","8","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/TransformGizmoMaterial.TransformGizmoMaterial","0","0","2","1","0.000000","0","0"
"/Engine/EngineMaterials/Widget3DPassThrough.Widget3DPassThrough","0","0","76","6","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/Xray.Xray","0","0","12","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/Main.Main","0","0","8","1","0.000000","0","0"
"/Engine/EngineMaterials/BaseFlattenMaterial.BaseFlattenMaterial","0","0","53","1","0.000000","0","0"
"/Engine/EngineSky/VolumetricClouds/m_SimpleVolumetricCloud.m_SimpleVolumetricCloud","0","0","52","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultPostProcessMaterial.DefaultPostProcessMaterial","0","0","6","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultLightFunctionMaterial.DefaultLightFunctionMaterial","0","0","19","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultDeferredDecalMaterial.DefaultDeferredDecalMaterial","0","0","115","1","0.000000","0","0"
"/Engine/EngineMaterials/WorldGridMaterial.WorldGridMaterial","0","0","962","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultTextMaterialOpaque.DefaultTextMaterialOpaque","0","0","36","1","0.000000","0","0"
"/Engine/EngineMaterials/PPM_DefaultCalibrationGrayscale.PPM_DefaultCalibrationGrayscale","0","0","4","1","0.000000","0","0"
"/Engine/EngineMaterials/PPM_DefaultCalibrationColor.PPM_DefaultCalibrationColor","0","0","4","1","0.000000","0","0"
"/Game/STF/Pack03-LandscapePro/Environment/Landscape/Water/M_ocean_shader_new.M_ocean_shader_new","0","80","13","2","218.060944","0","564"
"/Game/STF/Pack03-LandscapePro/Environment/Foliage/Bush/M_bush_leafs_material.M_bush_leafs_material","0","282","31","3","302.032745","0","3234"
"/Game/STF/Pack03-LandscapePro/Environment/Foliage/Bush/M_bush_bark_material.M_bush_bark_material","0","282","30","3","229.290314","0","2454"
"/Game/STF/Pack03-LandscapePro/Environment/Foliage/Nettel/M_Nettle_lod03.M_Nettle_lod03","0","94","10","1","155.781967","188","1965"
"/Game/STF/Pack03-LandscapePro/Environment/Foliage/Pines/M_tree_pine_Leafs_Material.M_tree_pine_Leafs_Material","0","188","15","2","152.135483","0","1506"
"/Game/STF/Pack03-LandscapePro/Environment/Foliage/Pines/M_tree_pine_bark_diffuse_material.M_tree_pine_bark_diffuse_material","0","188","15","2","141.403915","0","1514"
"/Game/STF/Pack03-LandscapePro/Environment/Landscape/Landscape/v2/M_landscape_pro_v2_no_tesselation.M_landscape_pro_v2_no_tesselation","0","296","47","4","190.739182","0","2277"
"/Game/STF/Pack03-LandscapePro/Environment/Foliage/DeadTrees/M_tree_dead_bark.M_tree_dead_bark","0","188","19","2","171.365204","0","1749"
"/Game/STF/Pack03-LandscapePro/Environment/Foliage/DeadTrees/M_dead-tree-leafs.M_dead-tree-leafs","0","188","20","2","168.756714","0","1569"
"/Game/STF/Pack03-LandscapePro/Environment/Landscape/Landscape/v2/M_landscape_pro_v2_no_tesselation_default_triplanar_mapping.M_landscape_pro_v2_no_tesselation_default_triplanar_mapping","0","96","20","2","62.223106","0","443"
"/Game/STF/Pack03-LandscapePro/Environment/Landscape/Landscape/v2/M_landscape_pro_v2.M_landscape_pro_v2","0","160","20","2","100.574310","0","919"
"/Game/STF/Pack03-LandscapePro/Environment/Foliage/Farn/M_farn_material.M_farn_material","0","188","22","2","130.090546","0","1287"
"/Game/Realistic_Starter_VFX_Pack_Vol2/Demo_Room/Materials/M_Glass.M_Glass","0","80","20","2","35.116779","0","286"
"/Game/Realistic_Starter_VFX_Pack_Vol2/Demo_Room/Materials/M_DemoWallPattern.M_DemoWallPattern","0","63","22","3","82.795105","0","192"
"/Game/Weapon_Pack/Materials/Weapons/M_WeaponSet_1.M_WeaponSet_1","0","33","6","1","23.321474","0","105"
"/Game/PlayerCharacter/Materials/Paladin_MAT.Paladin_MAT","0","24","10","1","15.932913","0","68"
"/Game/Realistic_Starter_VFX_Pack_Vol2/Materials/M_Snow.M_Snow","0","24","10","1","13.780851","0","62"
"/Game/Realistic_Starter_VFX_Pack_Vol2/Materials/M_Smoke_A.M_Smoke_A","0","112","6","1","84.595451","0","891"
"/Game/Realistic_Starter_VFX_Pack_Vol2/Materials/M_Dirt_A.M_Dirt_A","0","84","10","1","66.771339","0","518"
"/Game/Realistic_Starter_VFX_Pack_Vol2/Materials/M_Blood_C.M_Blood_C","0","50","10","1","23.847996","0","190"
"/Game/AI/Monster/warrok_MAT.warrok_MAT","0","24","4","1","15.706058","0","62"
"/Game/Weapon_Pack/Materials/Weapons/M_WeaponSet_2.M_WeaponSet_2","0","33","10","1","26.654587","0","113"
"/Game/STF/Pack03-LandscapePro/Environment/Foliage/GrassBush/M_grass_bush_billboard_main_mat.M_grass_bush_billboard_main_mat","0","94","10","1","54.552383","0","673"
"/Game/STF/Pack03-LandscapePro/Environment/Foliage/GrassBush/M_grass_bush_mat.M_grass_bush_mat","0","94","7","1","66.048126","0","617"
"/Game/STF/Pack03-LandscapePro/Environment/Foliage/Bush/M_bush_lod03.M_bush_lod03","0","94","10","1","53.019749","0","652"
"/Game/STF/Pack03-LandscapePro/Environment/Foliage/Grass/M_GrassGroup.M_GrassGroup","0","94","1","1","65.207436","0","673"
"/Game/STF/Pack03-LandscapePro/Environment/Foliage/RocksSmall/M_smallRocks_material.M_smallRocks_material","0","78","10","1","47.630928","0","447"
"/Game/STF/Pack03-LandscapePro/Environment/Foliage/Farn/Farn2/M_new_farn.M_new_farn","0","94","10","1","63.534740","0","711"
"/Game/STF/Pack03-LandscapePro/Environment/Foliage/Bough/M_bough_leafs_noWind.M_bough_leafs_noWind","0","94","9","1","55.543961","0","634"
"/Game/STF/Pack03-LandscapePro/Environment/Foliage/Bough/M_bough_bark.M_bough_bark","0","78","10","1","45.150654","0","495"
"/Game/STF/Pack03-LandscapePro/Environment/Foliage/Nettel/M_nessel_leafs.M_nessel_leafs","0","94","10","1","63.993717","0","711"
"/Game/STF/Pack03-LandscapePro/Environment/Foliage/Clover/M_clover_mat.M_clover_mat","0","94","9","1","54.408314","0","646"
"/Game/STF/Pack03-LandscapePro/Environment/Foliage/Pines/M_pines_lod3.M_pines_lod3","0","94","1","1","54.123013","0","671"
"/Game/STF/Pack03-LandscapePro/Environment/Foliage/RocksMedium/M_cliffrock01_material.M_cliffrock01_material","0","78","7","1","55.510464","0","499"
"/Game/STF/Pack03-LandscapePro/Environment/Foliage/DeadTrees/M_dead-tree-lod3.M_dead-tree-lod3","0","94","10","1","55.189205","0","716"
"/Game/STF/Pack03-LandscapePro/Environment/Foliage/RocksCliff/M_cliffrock01_material.M_cliffrock01_material","0","78","10","1","52.971958","0","505"
"/Engine/EngineSky/M_Sky_Panning_Clouds2.M_Sky_Panning_Clouds2","0","0","2","1","0.000000","0","0"
"/Engine/EditorMaterials/PreviewShadowIndicatorMaterial.PreviewShadowIndicatorMaterial","0","0","19","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/DebugEditorMaterial.DebugEditorMaterial","0","0","8","1","0.000000","0","0"
"/Game/ThirdPerson/Meshes/RampMaterial.RampMaterial","0","0","21","1","0.000000","0","0"
"/Game/Geometry/Meshes/CubeMaterial.CubeMaterial","0","0","21","1","0.000000","0","0"
"/Engine/BasicShapes/BasicShapeMaterial.BasicShapeMaterial","0","0","63","1","0.000000","0","0"
"/Game/Realistic_Starter_VFX_Pack_Vol2/Materials/M_WaterDrop_A.M_WaterDrop_A","0","102","10","1","80.406578","0","805"
"/Game/Realistic_Starter_VFX_Pack_Vol2/Materials/M_Splat_A.M_Splat_A","0","24","9","1","13.396996","0","90"
"/Game/Realistic_Starter_VFX_Pack_Vol2/Materials/M_Slash.M_Slash","0","24","5","1","13.290701","0","63"
"/Game/Realistic_Starter_VFX_Pack_Vol2/Materials/M_Bubble_B.M_Bubble_B","0","24","10","1","13.937915","0","85"
"/Game/Realistic_Starter_VFX_Pack_Vol2/Materials/M_Water_Splat.M_Water_Splat","0","24","10","1","13.612492","0","91"
"/Game/Realistic_Starter_VFX_Pack_Vol2/Materials/M_WaterDrop_B.M_WaterDrop_B","0","102","10","1","82.248764","0","699"
"/Game/Realistic_Starter_VFX_Pack_Vol2/Materials/M_WaterDrop.M_WaterDrop","0","102","10","1","80.482346","0","833"
"/Game/Realistic_Starter_VFX_Pack_Vol2/Materials/M_Bubble_pop.M_Bubble_Pop","0","24","10","1","13.457473","0","89"
"/Game/Realistic_Starter_VFX_Pack_Vol2/Materials/M_Bubble.M_Bubble","0","24","5","1","13.331134","0","63"
"/Game/Realistic_Starter_VFX_Pack_Vol2/Materials/M_Glow_D.M_Glow_D","0","24","10","1","13.671748","0","63"
"/Game/Realistic_Starter_VFX_Pack_Vol2/Materials/M_Glow_C.M_Glow_C","0","32","1","1","17.580236","0","127"
"/Game/Realistic_Starter_VFX_Pack_Vol2/Materials/M_Spark_A.M_Spark_A","0","24","10","1","13.166254","0","63"
"/Game/Realistic_Starter_VFX_Pack_Vol2/Materials/M_Smoke_Ground_C.M_Smoke_Ground_C","0","84","10","1","67.355194","0","570"
"/Game/Realistic_Starter_VFX_Pack_Vol2/Materials/M_Smoke_Puff_A.M_Smoke_Puff_A","0","84","3","1","72.071800","0","625"
"/Game/Realistic_Starter_VFX_Pack_Vol2/Materials/M_Smoke_C.M_Smoke_C","0","84","7","1","69.069443","0","512"
"/Game/Realistic_Starter_VFX_Pack_Vol2/Materials/M_Smoke_Ground_B.M_Smoke_Ground_B","0","84","10","1","66.533951","0","596"
"/Game/Realistic_Starter_VFX_Pack_Vol2/Materials/M_Explosion_B.M_Explosion_B","0","84","5","1","69.376610","0","569"
"/Game/Realistic_Starter_VFX_Pack_Vol2/Materials/M_Smoke_Wisp.M_Smoke_Wisp","0","84","10","1","65.856209","0","570"
"/Game/Realistic_Starter_VFX_Pack_Vol2/Materials/M_Leaves_A.M_Leaves_A","0","98","10","1","56.318684","0","756"
"/Game/Realistic_Starter_VFX_Pack_Vol2/Materials/M_spark_C.M_Spark_C","0","24","10","1","13.751306","0","108"
"/Game/Realistic_Starter_VFX_Pack_Vol2/Materials/M_Dirt_B.M_Dirt_B","0","84","5","1","67.397522","0","516"
"/Game/Realistic_Starter_VFX_Pack_Vol2/Materials/M_Paper.M_Paper","0","84","10","1","66.285461","0","571"
"/Game/Realistic_Starter_VFX_Pack_Vol2/Materials/M_Impact_A.M_Impact_A","0","24","3","1","13.439664","0","84"
"/Game/Realistic_Starter_VFX_Pack_Vol2/Materials/M_Glass.M_Glass","0","84","7","1","64.476448","0","520"
"/Game/Realistic_Starter_VFX_Pack_Vol2/Materials/M_Rock_B.M_Rock_B","0","140","7","1","106.980888","0","1354"
"/Game/Realistic_Starter_VFX_Pack_Vol2/Materials/M_Derbis.M_Derbis","0","24","1","1","15.165046","0","83"
"/Game/Realistic_Starter_VFX_Pack_Vol2/Materials/M_Heat_Distortion.M_Heat_Distortion","0","36","7","1","17.681450","0","175"
"/Game/Realistic_Starter_VFX_Pack_Vol2/Materials/M_Fire_C.M_Fire_C","0","24","10","1","14.008924","0","80"
"/Game/Realistic_Starter_VFX_Pack_Vol2/Materials/M_Fire_B.M_Fire_B","0","24","5","1","13.684618","0","63"
"/Game/Realistic_Starter_VFX_Pack_Vol2/Materials/M_Fire_Splat.M_Fire_Splat","0","24","10","1","13.500926","0","86"
"/Game/Realistic_Starter_VFX_Pack_Vol2/Materials/M_Glow_B.M_Glow_B","0","24","10","1","15.309363","0","91"
"/Game/Realistic_Starter_VFX_Pack_Vol2/Materials/M_Distortion.M_Distortion","0","90","10","1","66.855217","0","571"
"/Game/Realistic_Starter_VFX_Pack_Vol2/Materials/M_Smoke_Ground.M_Smoke_Ground","0","84","2","1","66.834740","0","518"
"/Game/Realistic_Starter_VFX_Pack_Vol2/Materials/M_Impact_B.M_Impact_B","0","24","9","1","13.623423","0","99"
"/Game/Realistic_Starter_VFX_Pack_Vol2/Materials/M_Explosion_i.M_Explosion_I","0","112","8","1","89.624947","0","1002"
"/Game/Realistic_Starter_VFX_Pack_Vol2/Materials/M_Explosion_G.M_Explosion_G","0","112","2","1","88.149063","0","984"
"/Game/Realistic_Starter_VFX_Pack_Vol2/Materials/M_Explosion_E.M_Explosion_E","0","24","10","1","13.635102","0","85"
"/Game/Realistic_Starter_VFX_Pack_Vol2/Materials/M_Impact_C.M_Impact_C","0","24","10","1","13.345963","0","91"
"/Game/Realistic_Starter_VFX_Pack_Vol2/Materials/M_Explosion_D.M_Explosion_D","0","112","8","1","91.061050","0","894"
"/Game/Realistic_Starter_VFX_Pack_Vol2/Materials/M_Fish_A.M_Fish_A","0","130","10","1","73.696297","0","1185"
"/Game/Realistic_Starter_VFX_Pack_Vol2/Materials/M_Flies.M_Flies","0","84","10","1","68.198051","0","514"
"/Game/Realistic_Starter_VFX_Pack_Vol2/Materials/M_Dandelion.M_Dandelion","0","24","3","1","14.171137","0","84"
"/Game/Realistic_Starter_VFX_Pack_Vol2/Materials/M_Butterfly.M_Butterfly","0","30","1","1","16.842825","0","117"
"/Game/Realistic_Starter_VFX_Pack_Vol2/Materials/M_Wood.M_Wood","0","140","10","1","114.626869","0","1314"
"/Game/Realistic_Starter_VFX_Pack_Vol2/Materials/M_Lightning_small.M_Lightning_small","0","24","7","1","14.055944","0","85"
"/Game/Realistic_Starter_VFX_Pack_Vol2/Materials/M_Glow_A.M_Glow_A","0","24","1","1","13.820319","0","80"
"/Game/Realistic_Starter_VFX_Pack_Vol2/Materials/M_Basic_Shape.M_Basic_Shape","0","42","3","1","27.789946","0","152"
"/Game/Realistic_Starter_VFX_Pack_Vol2/Demo_Room/Materials/M_DemoWall.M_DemoWall","0","77","11","1","60.012211","0","514"
"/Game/Realistic_Starter_VFX_Pack_Vol2/Demo_Room/Materials/DefaultTextMaterialTranslucentUnlit.DefaultTextMaterialTranslucentUnlit","0","42","1","1","39.220970","0","152"
"/Game/Weapon_Pack/Materials/Weapons/M_WeaponSet_2Dirty.M_WeaponSet_2Dirty","0","33","5","1","25.171782","0","102"
"/Game/Weapon_Pack/Materials/Weapons/M_WeaponSet_1Dirty.M_WeaponSet_1Dirty","0","33","10","1","25.016409","0","111"
"/Game/STF/Pack03-LandscapePro/Environment/Landscape/Water/M_water_panarReflection.M_water_panarReflection","0","44","2","1","101.638466","0","265"
"/Game/STF/Pack03-LandscapePro/Environment/Landscape/Landscape/M_landscapeGround_ajustabel.M_landscapeGround_ajustabel","0","75","9","1","54.343361","75","981"
"/Game/STF/Pack03-LandscapePro/Environment/Foliage/OverhangingCliff/M_cliff_Large_Top_Material.M_cliff_Large_Top_Material","0","33","1","1","28.624023","0","125"
"/Game/STF/Pack03-LandscapePro/Environment/Foliage/OverhangingCliff/M_cliff_Large_Material.M_cliff_Large_Material","0","33","5","1","30.038826","0","130"
"/Game/STF/Pack03-LandscapePro/Environment/Foliage/BrokenTree/M_tree_dead_material.M_tree_dead_material","0","42","7","1","42.033298","0","160"
"/Game/Realistic_Starter_VFX_Pack_Vol2/Materials/M_Mud.M_Mud","0","66","10","1","35.899319","0","386"
"/Game/Realistic_Starter_VFX_Pack_Vol2/Demo_Room/Materials/M_DemoRoomTiles.M_DemoRoomTiles","0","26","6","1","86.779358","0","71"
"/Game/Realistic_Starter_VFX_Pack_Vol2/Demo_Room/Materials/M_LightTube.M_LightTube","0","2","2","1","1.412259","0","2"
"/Game/PlayerCharacter/Animations/Paladin_MAT.Paladin_MAT","0","24","10","1","17.781347","0","64"
"/Game/Mannequin/Character/Materials/M_Male_Body.M_Male_Body","0","0","156","2","0.000000","0","0"
"/Game/AI/Ai_Controller_Tree/Root_Boss_Anims/warrok_MAT.warrok_MAT","0","24","10","1","17.989441","0","68"
